last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Lyles, Jordan,543475,2019,48,18,.089,.063,.026,.089,.067,.022,.104,.087,.017
Hanson, Alen,593700,2019,48,27,.163,.184,-.021,.163,.212,-.049,.174,.207,-.033
O'Grady, Brian,657434,2019,48,25,.190,.199,-.009,.429,.415,.014,.305,.306,-.001
Ward, Taylor,621493,2019,48,19,.190,.195,-.005,.333,.312,.021,.275,.274,.001
Peterson, Dustin,640460,2019,47,30,.227,.178,.049,.318,.246,.072,.259,.219,.040
Davis, Jaylin,664041,2019,47,31,.167,.255,-.088,.238,.364,-.126,.227,.312,-.085
O'Brien, Peter,598284,2019,47,23,.167,.180,-.013,.262,.321,-.059,.234,.263,-.029
Wilson, Bobby,435064,2019,47,34,.091,.123,-.032,.114,.151,-.037,.113,.145,-.032
Bourjos, Peter,488721,2019,46,30,.091,.143,-.052,.114,.204,-.090,.098,.172,-.074
Senzatela, Antonio,622608,2019,46,21,.025,.059,-.034,.025,.070,-.045,.038,.073,-.035
Hermosillo, Michael,641684,2019,46,18,.139,.152,-.013,.222,.214,.008,.254,.274,-.020
Paddack, Chris,663978,2019,46,27,.119,.123,-.004,.119,.141,-.022,.104,.116,-.012
Garcia, Aramis,605244,2019,46,21,.143,.157,-.014,.310,.278,.032,.217,.214,.003
Hamels, Cole,430935,2019,46,29,.143,.185,-.042,.167,.253,-.086,.155,.208,-.053
Vargas, Jason,450306,2019,45,23,.075,.107,-.032,.075,.122,-.047,.065,.099,-.034
Anderson, Chase,502624,2019,44,18,.100,.092,.008,.125,.115,.010,.124,.120,.004
Williams, Trevor,592866,2019,44,25,.167,.161,.006,.167,.188,-.021,.174,.187,-.013
Thomas, Lane,657041,2019,44,30,.316,.287,.029,.684,.522,.162,.445,.387,.058
Nunez, Dom,624513,2019,43,23,.179,.133,.046,.410,.277,.133,.264,.205,.059
Brito, Socrates,593647,2019,43,22,.077,.178,-.101,.128,.265,-.137,.140,.237,-.097
Beede, Tyler,595881,2019,43,17,.105,.079,.026,.105,.090,.015,.135,.121,.014
Ravelo, Rangel,592660,2019,43,28,.205,.291,-.086,.410,.520,-.110,.276,.355,-.079
Kieboom, Carter,666198,2019,43,23,.128,.212,-.084,.282,.400,-.118,.204,.284,-.080
Sierra, Magneuris,642423,2019,42,33,.350,.235,.115,.425,.284,.141,.347,.252,.095
Keuchel, Dallas,572971,2019,41,12,.132,.078,.054,.158,.092,.066,.138,.089,.049
Mahle, Tyler,641816,2019,41,21,.088,.070,.018,.118,.094,.024,.104,.091,.013
Bird, Greg,595885,2019,41,19,.171,.198,-.027,.257,.344,-.087,.254,.295,-.041
Archer, Chris,502042,2019,41,19,.114,.091,.023,.114,.106,.008,.146,.134,.012
Joseph, Caleb,543376,2019,41,29,.211,.245,-.034,.263,.347,-.084,.227,.275,-.048
Fraley, Jake,641584,2019,41,26,.150,.132,.018,.200,.185,.015,.162,.151,.011
Zagunis, Mark,657145,2019,40,20,.250,.175,.075,.333,.253,.080,.291,.232,.059
Mendick, Danny,664901,2019,40,28,.308,.240,.068,.462,.330,.132,.332,.258,.074
Martin, Jason,641829,2019,40,26,.250,.291,-.041,.306,.475,-.169,.282,.360,-.078
Wacha, Michael,608379,2019,39,18,.167,.096,.071,.194,.104,.090,.155,.089,.066
Stubbs, Garrett,596117,2019,39,28,.200,.240,-.040,.286,.315,-.029,.254,.287,-.033
Almonte, Abraham,501659,2019,38,23,.290,.252,.038,.548,.396,.152,.406,.348,.058
Foltynewicz, Mike,592314,2019,38,19,.057,.098,-.041,.057,.111,-.054,.050,.092,-.042
Morrison, Logan,489149,2019,38,25,.200,.199,.001,.400,.416,-.016,.280,.287,-.007
Stevenson, Andrew,664057,2019,37,19,.367,.228,.139,.467,.406,.061,.417,.350,.067
Lopez, Pablo,641154,2019,36,17,.171,.151,.020,.229,.257,-.028,.169,.170,-.001
Velasquez, Vince,592826,2019,36,25,.233,.242,-.009,.333,.293,.040,.267,.264,.003
Moroff, Max,621559,2019,35,17,.125,.175,-.050,.250,.271,-.021,.185,.219,-.034
Williams, Mason,592863,2019,34,25,.267,.309,-.042,.300,.439,-.139,.276,.339,-.063
Roark, Tanner,543699,2019,34,21,.152,.172,-.020,.273,.288,-.015,.175,.192,-.017
Richards, Trevor,670950,2019,34,14,.100,.081,.019,.100,.091,.009,.125,.116,.009
Lambert, Peter,663567,2019,34,21,.321,.239,.082,.321,.272,.049,.319,.272,.047
Mejias-Brean, Seth,623180,2019,33,21,.233,.227,.006,.500,.421,.079,.333,.309,.024
Sanchez, Adrian,506703,2019,32,21,.226,.187,.039,.226,.219,.007,.212,.195,.017
Trumbo, Mark,444432,2019,31,24,.172,.290,-.118,.276,.460,-.184,.218,.342,-.124
Freeland, Kyle,607536,2019,31,13,.087,.076,.011,.087,.086,.001,.147,.149,-.002
Alford, Anthony,546990,2019,30,17,.179,.153,.026,.286,.311,-.025,.228,.230,-.002
Taylor, Beau,607333,2019,30,18,.160,.275,-.115,.400,.571,-.171,.303,.406,-.103
Leyba, Domingo,642736,2019,30,17,.280,.234,.046,.440,.302,.138,.340,.292,.048
Quantrill, Cal,615698,2019,30,23,.080,.123,-.043,.080,.132,-.052,.093,.139,-.046
Rodriguez, Dereck,605446,2019,29,12,.172,.120,.052,.172,.146,.026,.150,.117,.033
Wisdom, Patrick,621550,2019,28,12,.154,.148,.006,.192,.262,-.070,.167,.187,-.020
Anderson, Shaun,641312,2019,28,8,.080,.062,.018,.120,.146,-.026,.108,.111,-.003
Gonzalez, Gio,461829,2019,28,10,.040,.056,-.016,.040,.065,-.025,.060,.079,-.019
Strahm, Matt,621381,2019,27,13,.286,.246,.040,.381,.326,.055,.317,.287,.030
Gausman, Kevin,592332,2019,27,9,.037,.064,-.027,.037,.071,-.034,.032,.062,-.030
Houser, Adrian,605288,2019,27,8,.045,.078,-.033,.091,.107,-.016,.108,.128,-.020
Pivetta, Nick,601713,2019,27,7,.080,.051,.029,.080,.057,.023,.093,.074,.019
Mejia, Erick,625510,2019,27,16,.227,.150,.077,.273,.174,.099,.276,.222,.054
Davis, Rajai,434658,2019,26,20,.200,.291,-.091,.400,.422,-.022,.262,.318,-.056
Gerber, Mike,595222,2019,26,9,.042,.107,-.065,.083,.161,-.078,.100,.160,-.060
Cowart, Kaleb,592230,2019,26,18,.160,.207,-.047,.280,.245,.035,.200,.214,-.014
LaMarre, Ryan,534606,2019,26,18,.217,.263,-.046,.478,.550,-.072,.329,.374,-.045
Yamamoto, Jordan,657141,2019,26,16,.048,.109,-.061,.048,.117,-.069,.071,.127,-.056
Young, Alex,622065,2019,25,7,.040,.036,.004,.040,.039,.001,.035,.033,.002
Court, Ryan,606956,2019,25,13,.208,.251,-.043,.375,.410,-.035,.258,.295,-.037
Clarke, Taylor,664199,2019,25,15,.250,.150,.100,.375,.208,.167,.262,.156,.106
Chacin, Jhoulys,468504,2019,25,14,.125,.116,.009,.250,.188,.062,.175,.152,.023
Mahtook, Mikie,543484,2019,25,12,.000,.107,-.107,.000,.281,-.281,.055,.200,-.145
Stroman, Marcus,573186,2019,25,12,.043,.135,-.092,.043,.150,-.107,.038,.127,-.089
Hernandez, Elieser,622694,2019,24,13,.053,.052,.001,.053,.062,-.009,.078,.084,-.006
Hoffman, Jeff,656546,2019,24,15,.238,.121,.117,.238,.157,.081,.207,.120,.087
Gonzalez, Chi Chi,592346,2019,24,9,.042,.068,-.026,.042,.074,-.032,.036,.064,-.028
Adames, Cristhian,542436,2019,24,14,.318,.238,.080,.364,.295,.069,.326,.271,.055
Leake, Mike,502190,2019,24,12,.048,.102,-.054,.048,.119,-.071,.071,.125,-.054
Gallen, Zac,668678,2019,24,16,.105,.125,-.020,.105,.150,-.045,.092,.120,-.028
Jankowski, Travis,608671,2019,24,18,.182,.156,.026,.182,.195,-.013,.203,.200,.003
Stripling, Ross,548389,2019,24,15,.150,.164,-.014,.150,.180,-.030,.181,.202,-.021
Velazquez, Andrew,623205,2019,24,10,.087,.124,-.037,.174,.202,-.028,.130,.161,-.031
Lamet, Dinelson,659275,2019,24,13,.143,.135,.008,.143,.151,-.008,.124,.128,-.004
Agrazal, Dario,642607,2019,24,15,.091,.125,-.034,.091,.138,-.047,.076,.119,-.043
Pirela, Jose,517369,2019,24,15,.182,.184,-.002,.364,.399,-.035,.262,.279,-.017
Godley, Zack,643327,2019,23,10,.158,.111,.047,.158,.143,.015,.213,.188,.025
Arozarena, Randy,668227,2019,23,16,.300,.226,.074,.500,.400,.100,.380,.318,.062
Urena, Jose,570632,2019,22,7,.000,.004,-.004,.000,.004,-.004,.035,.046,-.011
Bauer, Trevor,545333,2019,22,8,.158,.096,.062,.158,.108,.050,.190,.150,.040
Lin, Tzu-Wei,624407,2019,22,14,.200,.117,.083,.300,.164,.136,.252,.175,.077
Flaherty, Ryan,475247,2019,22,15,.143,.254,-.111,.238,.390,-.152,.157,.277,-.120
Chatwood, Tyler,543022,2019,21,14,.167,.171,-.004,.278,.242,.036,.210,.200,.010
Pedroia, Dustin,456030,2019,21,18,.100,.205,-.105,.100,.274,-.174,.116,.234,-.118
Weaver, Luke,596133,2019,21,10,.105,.115,-.010,.263,.224,.039,.141,.136,.005
Bonifacio, Jorge,593528,2019,21,13,.350,.230,.120,.500,.326,.174,.372,.257,.115
Hill, Rich,448179,2019,20,10,.167,.149,.018,.222,.161,.061,.192,.167,.025
Rivera, Rene,425784,2019,20,13,.235,.232,.003,.412,.304,.108,.331,.299,.032
Pomeranz, Drew,519141,2019,20,7,.000,.045,-.045,.000,.050,-.050,.000,.042,-.042
Smyly, Drew,592767,2019,20,10,.000,.047,-.047,.000,.047,-.047,.035,.075,-.040
Fedde, Erick,607200,2019,20,14,.133,.180,-.047,.133,.217,-.084,.116,.177,-.061
Ross, Joe,605452,2019,20,9,.105,.095,.010,.105,.108,-.003,.122,.123,-.001
Davis, Taylor,543089,2019,20,14,.167,.268,-.101,.333,.459,-.126,.253,.342,-.089
Cordero, Franchy,614173,2019,20,9,.333,.230,.103,.400,.358,.042,.373,.353,.020
Shaw, Chris,622046,2019,20,10,.056,.136,-.080,.056,.184,-.128,.113,.199,-.086
Freitas, David,571679,2019,20,11,.067,.147,-.080,.067,.260,-.193,.182,.283,-.101
Walton, Donovan,622268,2019,19,11,.188,.175,.013,.188,.234,-.046,.246,.264,-.018
Eickhoff, Jerad,595191,2019,19,11,.000,.047,-.047,.000,.061,-.061,.046,.092,-.046
Lavarnway, Ryan,543432,2019,19,13,.278,.219,.059,.722,.510,.212,.414,.317,.097
Wong, Kean,642221,2019,18,12,.167,.208,-.041,.167,.234,-.067,.145,.197,-.052
Urias, Julio,628711,2019,18,13,.250,.131,.119,.250,.155,.095,.254,.177,.077
Centeno, Juan,518542,2019,18,13,.133,.206,-.073,.133,.259,-.126,.213,.283,-.070
Graterol, Juan,492802,2019,18,14,.222,.237,-.015,.222,.302,-.080,.193,.236,-.043
Margevicius, Nick,676606,2019,17,10,.200,.202,-.002,.200,.243,-.043,.174,.192,-.018
Torreyes, Ronald,591720,2019,17,13,.188,.130,.058,.188,.144,.044,.196,.159,.037
Miller, Ian,641878,2019,17,14,.176,.258,-.082,.235,.313,-.078,.174,.249,-.075
Haase, Eric,606992,2019,17,8,.063,.119,-.056,.250,.374,-.124,.155,.225,-.070
Torrens, Luis,620443,2019,16,8,.214,.256,-.042,.286,.378,-.092,.271,.321,-.050
Peralta, Freddy,642547,2019,16,10,.133,.127,.006,.133,.148,-.015,.116,.121,-.005
Joe, Connor,656582,2019,16,10,.067,.205,-.138,.067,.231,-.164,.098,.225,-.127
Holland, Derek,502706,2019,16,5,.071,.005,.066,.071,.006,.065,.104,.057,.047
Green, Zach,608339,2019,16,8,.143,.170,-.027,.214,.206,.008,.217,.229,-.012
Parker, Jarrett,592620,2019,15,4,.000,.067,-.067,.000,.089,-.089,.138,.193,-.055
Jackson, Alex,656577,2019,15,8,.000,.108,-.108,.000,.130,-.130,.051,.146,-.095
Gale, Rocky,502570,2019,15,8,.133,.166,-.033,.133,.201,-.068,.116,.158,-.042
Schwindel, Frank,643524,2019,15,13,.067,.171,-.104,.067,.238,-.171,.058,.172,-.114
Zimmer, Bradley,605548,2019,14,6,.000,.121,-.121,.000,.204,-.204,.049,.182,-.133
Gonsolin, Tony,664062,2019,14,10,.308,.247,.061,.308,.324,-.016,.268,.244,.024
Noll, Jake,669738,2019,13,8,.167,.167,.000,.250,.194,.056,.214,.197,.017
Tulowitzki, Troy,453064,2019,13,7,.182,.190,-.008,.545,.359,.186,.349,.302,.047
Hellickson, Jeremy,476451,2019,13,7,.111,.105,.006,.111,.116,-.005,.205,.206,-.001
Mills, Alec,621219,2019,12,6,.083,.085,-.002,.083,.092,-.009,.073,.077,-.004
Taylor, Tyrone,621438,2019,12,9,.400,.251,.149,.600,.281,.319,.465,.318,.147
Ponce de Leon, Daniel,594965,2019,12,7,.000,.032,-.032,.000,.036,-.036,.069,.104,-.035
Wood, Alex,622072,2019,12,7,.222,.185,.037,.222,.231,-.009,.193,.184,.009
Zavala, Seby,664874,2019,12,3,.083,.110,-.027,.083,.125,-.042,.073,.102,-.029
Heineman, Tyler,623168,2019,12,8,.273,.233,.040,.636,.321,.315,.366,.238,.128
Taillon, Jameson,592791,2019,11,8,.250,.122,.128,.250,.174,.076,.218,.133,.085
Dugger, Robert,667498,2019,11,5,.000,.102,-.102,.000,.142,-.142,.000,.102,-.102
Bolt, Skye,621450,2019,11,7,.100,.242,-.142,.200,.448,-.248,.173,.321,-.148
McKay, Brendan,656713,2019,11,8,.200,.269,-.069,.500,.637,-.137,.318,.404,-.086
Keller, Mitch,656605,2019,11,8,.000,.089,-.089,.000,.097,-.097,.000,.090,-.090
Read, Raudy,600466,2019,11,6,.091,.158,-.067,.091,.176,-.085,.079,.153,-.074
May, Dustin,669160,2019,11,7,.091,.084,.007,.091,.088,.003,.079,.080,-.001
Webb, Logan,657277,2019,11,8,.111,.184,-.073,.111,.237,-.126,.156,.236,-.080
Melville, Tim,543532,2019,10,7,.250,.169,.081,.250,.196,.054,.218,.159,.059
Voth, Austin,608723,2019,10,7,.111,.197,-.086,.111,.262,-.151,.097,.195,-.098
Baron, Steven,571467,2019,10,4,.200,.139,.061,.300,.163,.137,.209,.131,.078
Toussaint, Touki,657053,2019,10,3,.000,.080,-.080,.000,.293,-.293,.000,.145,-.145
Sosa, Edmundo,624641,2019,10,6,.250,.322,-.072,.250,.399,-.149,.315,.390,-.075
Keller, Brad,641745,2019,10,4,.125,.126,-.001,.125,.148,-.023,.173,.182,-.009
Bettis, Chad,518452,2019,10,6,.000,.023,-.023,.000,.023,-.023,.197,.212,-.015
Minor, Mike,501985,2019,10,4,.000,.111,-.111,.000,.141,-.141,.000,.107,-.107
Grullon, Deivy,620453,2019,9,7,.111,.185,-.074,.222,.276,-.054,.135,.190,-.055
Wilson, Bryse,669060,2019,9,3,.222,.098,.124,.222,.108,.114,.193,.091,.102
Tejada, Ruben,514913,2019,9,6,.000,.090,-.090,.000,.106,-.106,.000,.091,-.091
Rodriguez, Eduardo,593958,2019,9,6,.000,.069,-.069,.000,.069,-.069,.000,.062,-.062
Anderson, Tyler,542881,2019,8,4,.143,.157,-.014,.143,.172,-.029,.124,.144,-.020
Colon, Christian,518568,2019,8,6,.500,.113,.387,.500,.152,.348,.506,.271,.235
Burnes, Corbin,669203,2019,8,6,.286,.255,.031,.286,.289,-.003,.249,.235,.014
Lowrie, Jed,476704,2019,8,3,.000,.099,-.099,.000,.109,-.109,.086,.170,-.084
Newcomb, Sean,656794,2019,8,1,.000,.006,-.006,.000,.011,-.011,.000,.006,-.006
Reed, Michael,605439,2019,8,2,.000,.018,-.018,.000,.019,-.019,.000,.018,-.018
Sims, Lucas,608371,2019,8,3,.125,.046,.079,.125,.056,.069,.109,.045,.064
Duplantier, Jon,641541,2019,8,3,.125,.052,.073,.125,.055,.070,.109,.047,.062
Irvin, Cole,608344,2019,8,4,.167,.100,.067,.167,.119,.048,.281,.243,.038
Kingham, Nick,592468,2019,8,2,.000,.011,-.011,.000,.011,-.011,.173,.180,-.007
Turnbull, Spencer,605513,2019,8,1,.000,.000,.000,.000,.000,.000,.000,.000,.000
German, Domingo,593334,2019,8,1,.000,,,.000,,,.000,.000,.000
Paxton, James,572020,2019,8,3,.000,,,.000,,,.000,.000,.000
Anderson, Brett,474463,2019,8,6,.500,.298,.202,.500,.338,.162,.435,.281,.154
Avelino, Abiatal,623214,2019,8,4,.286,.173,.113,.286,.190,.096,.304,.225,.079
Robinson, Drew,592685,2019,7,4,.143,.120,.023,.143,.136,.007,.124,.112,.012
Nottingham, Jacob,641924,2019,7,4,.333,.144,.189,.833,.258,.575,.504,.241,.263
Perdomo, Luis,606131,2019,7,5,.143,.117,.026,.143,.139,.004,.124,.111,.013
Castillo, Wilkin,446868,2019,7,4,.143,.059,.084,.286,.114,.172,.174,.069,.105
Cole, Gerrit,543037,2019,7,2,.000,.006,-.006,.000,.006,-.006,.000,.005,-.005
Lockett, Walker,621141,2019,7,2,.167,.183,-.016,.167,.276,-.109,.223,.264,-.041
McRae, Alex,656725,2019,7,4,.333,.232,.101,.333,.283,.050,.290,.225,.065
Andriese, Matt,542882,2019,6,3,.000,.074,-.074,.000,.082,-.082,.000,.069,-.069
Suzuki, Ichiro,400085,2019,6,4,.000,,,.000,,,.115,.345,-.230
Porcello, Rick,519144,2019,6,4,.000,.030,-.030,.000,.061,-.061,.000,.039,-.039
Tomas, Yasmany,630111,2019,6,2,.000,.117,-.117,.000,.130,-.130,.000,.099,-.099
Norris, Daniel,596057,2019,6,3,.167,.110,.057,.167,.122,.045,.145,.104,.041
Ciuffo, Nick,624419,2019,6,3,.167,.155,.012,.167,.180,-.013,.145,.142,.003
Koch, Matt,571863,2019,6,1,.000,.011,-.011,.000,.019,-.019,.000,.012,-.012
Wright, Kyle,657140,2019,6,2,.000,.010,-.010,.000,.011,-.011,.000,.010,-.010
Tinoco, Jesus,622786,2019,6,2,.200,.106,.094,.200,.119,.081,.174,.103,.071
Gonzales, Marco,594835,2019,6,2,.200,.185,.015,.400,.230,.170,.243,.179,.064
Montgomery, Mike,543557,2019,6,3,.167,.159,.008,.167,.200,-.033,.145,.155,-.010
Tomlin, Josh,458708,2019,6,3,.000,.126,-.126,.000,.139,-.139,.000,.116,-.116
Miley, Wade,489119,2019,6,4,.000,.074,-.074,.000,.081,-.081,.138,.194,-.056
Bieber, Shane,669456,2019,5,2,.000,.033,-.033,.000,.043,-.043,.000,.035,-.035
Alzolay, Adbert,640470,2019,5,3,.000,.097,-.097,.000,.111,-.111,.000,.091,-.091
Bolanos, Ronald,671790,2019,5,1,.000,.089,-.089,.000,.104,-.104,.000,.084,-.084
Allen, Logan,663531,2019,5,4,.250,.195,.055,.250,.226,.024,.318,.290,.028
Noesi, Hector,456051,2019,5,2,.250,.070,.180,.250,.083,.167,.218,.066,.152
Adduci, Jim,451192,2019,5,2,.000,.064,-.064,.000,.068,-.068,.000,.058,-.058
Marrero, Deven,571918,2019,5,2,.000,.219,-.219,.000,.252,-.252,.000,.210,-.210
Chen, Wei-Yin,612672,2019,5,1,.000,.056,-.056,.000,.048,-.048,.000,.051,-.051
Brach, Brad,542960,2019,5,4,.250,.440,-.190,.250,.520,-.270,.218,.413,-.195
McFarland, T.J.,519008,2019,5,2,.000,,,.000,,,.000,.000,.000
Guerra, Javy,457915,2019,5,3,.000,.121,-.121,.000,.144,-.144,.000,.116,-.116
Nova, Ivan,467100,2019,5,1,.000,.128,-.128,.000,.136,-.136,.000,.116,-.116
Suarez, Ranger,624133,2019,5,3,.250,.038,.212,.250,.042,.208,.218,.039,.179
Bassitt, Chris,605135,2019,5,3,.000,.196,-.196,.000,.222,-.222,.000,.179,-.179
Bailey, Homer,456701,2019,5,4,.400,.338,.062,.400,.395,.005,.348,.316,.032
Berrios, Jose,621244,2019,5,0,.000,,,.000,,,.138,.138,.000
Almonte, Yency,622075,2019,5,2,.000,.115,-.115,.000,.202,-.202,.000,.127,-.127
Holmes, Clay,605280,2019,5,1,.000,.010,-.010,.000,.010,-.010,.000,.009,-.009
Duffy, Danny,518633,2019,4,2,.250,.075,.175,.250,.075,.175,.218,.068,.150
Davis, Johnny,643275,2019,4,2,.250,.244,.006,.750,.299,.451,.382,.235,.147
Brooks, Aaron,605156,2019,4,3,.000,.084,-.084,.000,.085,-.085,.000,.076,-.076
Marvel, James,621086,2019,4,2,.000,.079,-.079,.000,.115,-.115,.000,.080,-.080
Haggerty, Sam,664059,2019,4,1,.000,.005,-.005,.000,.003,-.003,.000,.005,-.005
Hess, David,605276,2019,4,3,.000,.171,-.171,.000,.184,-.184,.000,.153,-.153
Gibson, Kyle,502043,2019,4,2,.000,,,.000,,,.345,.345,.000
Happ, J.A.,457918,2019,4,4,.000,.063,-.063,.000,.063,-.063,.000,.057,-.057
Urquidy, Jose,664353,2019,4,1,.000,.055,-.055,.000,.060,-.060,.000,.052,-.052
Erlin, Robbie,572362,2019,4,4,.000,.063,-.063,.000,.063,-.063,.000,.057,-.057
Cabrera, Genesis,650893,2019,4,0,.000,,,.000,,,.000,.000,.000
Cueto, Johnny,456501,2019,4,1,.000,.009,-.009,.000,.009,-.009,.000,.008,-.008
Pineda, Michael,501381,2019,4,3,.000,.123,-.123,.000,.137,-.137,.000,.114,-.114
DuRapau, Montana,657566,2019,4,2,.250,.072,.178,.250,.084,.166,.218,.069,.149
Lopez, Reynaldo,625643,2019,4,1,.000,.007,-.007,.000,.007,-.007,.000,.006,-.006
Stratton, Chris,608717,2019,4,2,.000,.024,-.024,.000,.028,-.028,.000,.027,-.027
Giolito, Lucas,608337,2019,4,1,.250,.214,.036,.250,.248,.002,.218,.199,.019
Gagnon, Drew,543193,2019,4,4,.333,.467,-.134,.333,.621,-.288,.290,.459,-.169
Font, Wilmer,521655,2019,4,2,.333,.098,.235,.333,.103,.230,.290,.089,.201
Maton, Phil,664208,2019,4,2,.250,.163,.087,.250,.188,.062,.218,.158,.060
Jackson, Drew,623515,2019,4,2,.000,.054,-.054,.000,.063,-.063,.173,.214,-.041
Ryan, Kyle,594986,2019,3,1,.000,.291,-.291,.000,.394,-.394,.230,.425,-.195
Suarez, Andrew,605498,2019,3,2,.000,.109,-.109,.000,.116,-.116,.000,.106,-.106
Jackson, Edwin,429719,2019,3,1,.000,.192,-.192,.000,.217,-.217,.000,.176,-.176
Richards, Garrett,572070,2019,3,2,.000,.026,-.026,.000,.025,-.025,.000,.024,-.024
Guerra, Junior,448855,2019,3,1,.333,.057,.276,.333,.059,.274,.290,.055,.235
Miller, Shelby,571946,2019,3,0,.000,,,.000,,,.460,.460,.000
Skaggs, Tyler,572140,2019,3,1,.000,.041,-.041,.000,.041,-.041,.230,.255,-.025
McGowin, Kyle,641851,2019,3,3,.333,.287,.046,.333,.371,-.038,.290,.279,.011
Mazza, Chris,607391,2019,3,2,.000,.058,-.058,.000,.072,-.072,.000,.060,-.060
Oswalt, Corey,621261,2019,3,2,.000,.000,.000,.000,.000,.000,.000,.053,-.053
Cahill, Trevor,502239,2019,3,2,.333,.235,.098,.333,.402,-.069,.290,.264,.026
Hernandez, Felix,433587,2019,3,1,.000,.090,-.090,.000,.092,-.092,.000,.081,-.081
Perez, Martin,527048,2019,3,1,.000,,,.000,,,.000,.000,.000
Waguespack, Jacob,621097,2019,3,0,.000,,,.000,,,.230,.230,.000
Sadler, Casey,594987,2019,3,2,.000,.127,-.127,.000,.191,-.191,.000,.133,-.133
Sabathia, CC,282332,2019,3,1,.000,.157,-.157,.000,.240,-.240,.000,.162,-.162
Grace, Matt,594840,2019,3,0,.000,,,.000,,,.000,.000,.000
Parsons, Wes,641149,2019,3,0,.000,,,.000,,,.230,.230,.000
Nelson, Jimmy,519076,2019,3,0,.000,,,.000,,,.000,.000,.000
Thornton, Trent,663423,2019,3,3,.667,.515,.152,.667,.578,.089,.580,.485,.095
Doolittle, Sean,448281,2019,3,1,.000,.018,-.018,.000,.021,-.021,.000,.017,-.017
Markel, Parker,571917,2019,3,2,.000,.059,-.059,.000,.065,-.065,.000,.055,-.055
Helsley, Ryan,664854,2019,3,1,.333,.020,.313,.333,.018,.315,.290,.018,.272
Wilkerson, Aaron,658792,2019,3,2,.333,.171,.162,1.333,.485,.848,.647,.261,.386
Kelly, Joe,523260,2019,3,1,.000,,,.000,,,.000,.000,.000
Means, John,607644,2019,3,2,1.000,.045,.955,1.000,.042,.958,.780,.365,.415
Odorizzi, Jake,543606,2019,3,3,.000,.548,-.548,.000,.671,-.671,.000,.523,-.523
Stewart, Brock,592779,2019,3,3,.333,.303,.030,.667,.394,.273,.406,.297,.109
Beeks, Jalen,656222,2019,3,1,.000,.029,-.029,.000,.028,-.028,.000,.026,-.026
Vincent, Nick,543883,2019,3,0,.000,,,.000,,,.000,.000,.000
Gant, John,607231,2019,3,1,.000,.026,-.026,.000,.075,-.075,.000,.041,-.041
Gallegos, Giovanny,606149,2019,3,2,.000,,,.000,,,.000,.000,.000
Menez, Conner,669214,2019,3,3,.000,.045,-.045,.000,.054,-.054,.000,.044,-.044
Cashner, Andrew,488768,2019,3,3,.000,.086,-.086,.000,.100,-.100,.000,.089,-.089
Barria, Jaime,642545,2019,2,1,.000,.018,-.018,.000,.018,-.018,.000,.016,-.016
Sherfy, James,642073,2019,2,0,.000,,,.000,,,.000,.000,.000
Flexen, Chris,623167,2019,2,2,.500,.437,.063,.500,.465,.035,.435,.394,.041
Hart, Donnie,643354,2019,2,1,.000,.023,-.023,.000,.024,-.024,.000,.020,-.020
Iglesias, Raisel,628452,2019,2,1,.000,.035,-.035,.000,.036,-.036,.000,.031,-.031
Suter, Brent,608718,2019,2,1,.000,.147,-.147,.000,.155,-.155,.000,.140,-.140
Chavez, Jesse,445926,2019,2,1,.500,.398,.102,.500,.455,.045,.435,.370,.065
LeBlanc, Wade,453281,2019,2,1,,,,,,,.690,.690,.000
Sampson, Adrian,592716,2019,2,1,.000,,,.000,,,.000,.000,.000
Soto, Gregory,642397,2019,2,2,1.000,.645,.355,1.000,.747,.253,.870,.603,.267
Eovaldi, Nathan,543135,2019,2,1,.000,,,.000,,,.000,.000,.000
Carpenter, Ryan,543001,2019,2,1,.000,.020,-.020,.000,.020,-.020,.000,.018,-.018
Smith, Will,519293,2019,2,2,1.000,.852,.148,1.000,.999,.001,.870,.800,.070
Civale, Aaron,650644,2019,2,1,.000,.114,-.114,.000,.127,-.127,.000,.109,-.109
Sheffield, Justus,656954,2019,2,0,.000,,,.000,,,.000,.000,.000
Sparkman, Glenn,642098,2019,2,2,.000,.235,-.235,.000,.263,-.263,.000,.215,-.215
Eshelman, Thomas,664045,2019,2,2,.000,.001,-.001,.000,.002,-.002,.000,.002,-.002
Avila, Pedro,658648,2019,2,2,.000,.215,-.215,.000,.239,-.239,.000,.207,-.207
Cuevas, Noel,571595,2019,2,2,.000,.059,-.059,.000,.066,-.066,.000,.053,-.053
Allard, Kolby,663465,2019,2,2,.000,.049,-.049,.000,.097,-.097,.000,.054,-.054
Ferguson, Caleb,657571,2019,2,2,.500,.143,.357,1.000,.143,.857,.609,.129,.480
Liriano, Francisco,434538,2019,2,1,1.000,.106,.894,1.000,.106,.894,.780,.393,.387
Hughes, Jared,453172,2019,2,1,.000,.001,-.001,.000,.000,.000,.000,.001,-.001
Montas, Frankie,593423,2019,2,1,.000,.142,-.142,.000,.181,-.181,.345,.415,-.070
Mengden, Daniel,596043,2019,2,0,.000,,,.000,,,.000,.000,.000
Hader, Josh,623352,2019,2,1,.000,.039,-.039,.000,.041,-.041,.000,.035,-.035
